x,y
37.454011884736246,120.23250633659045
95.07143064099162,289.22421841831624
73.1993941811405,227.51579030877653
59.86584841970366,166.72185611310204
15.601864044243651,51.60887325435583
15.599452033620265,57.36948181597826
5.8083612168199465,39.204024097875
86.61761457749351,261.6701415497441
60.11150117432088,179.24956749403074
70.80725777960456,214.4042029029683
2.0584494295802447,22.329369465761474
96.99098521619943,301.2604667451952
83.24426408004217,251.4351902024561
21.233911067827616,75.8344075346164
18.182496720710063,62.51826565561059
18.34045098534338,71.70780286135903
30.42422429595377,91.2521419490878
52.475643163223786,161.15030802369367
43.194501864211574,132.66242406131312
29.122914019804192,79.73359257809139
61.18528947223795,193.51707118735962
13.949386065204184,51.45871091741145
29.214464853521815,94.69452912699005
36.63618432936917,114.56268165435604
45.606998421703594,129.66728784460665
78.51759613930136,238.3463351902505
19.967378215835975,63.474989482240225
51.42344384136116,153.24755883186728
59.24145688620425,183.11151354195266
4.645041271999773,24.975632384144703
60.75448519014384,208.12531458253682
17.052412368729154,59.90301523450586
6.505159298527952,29.0909818028115
94.88855372533332,290.9212020183383
96.56320330745594,277.5018977693774
80.83973481164611,249.25406568044616
30.46137691733707,98.98643285142147
9.767211400638388,60.934055326768025
68.42330265121569,210.34629830583586
44.01524937396013,142.0612215452165
12.203823484477883,43.26435275638122
49.51769101112702,143.86629265718574
3.4388521115218396,28.744784479715726
90.9320402078782,287.31545095050234
25.87799816000169,92.54431395043554
66.2522284353982,196.6628107582472
31.171107608941096,114.54126593618427
52.00680211778108,149.0018957254204
54.67102793432797,176.8816547409866
18.485445552552704,84.3608929157579
96.95846277645586,287.9700250780607
77.51328233611146,233.87686971230667
93.9498941564189,289.84619612013313
89.48273504276489,270.4134485871327
59.78999788110851,170.8633593326642
92.18742350231169,284.24790025499533
8.84925020519195,22.9247134783148
19.59828624191452,70.53078303209537
4.522728891053807,11.37394433082339
32.53303307632643,120.0984432791547
38.8677289689482,115.77065398348223
27.134903177389592,85.18409437011202
82.87375091519293,263.75642491927545
35.67533266935893,101.71735484373723
28.093450968738075,93.55495225225553
54.26960831582485,182.8802524902988
14.092422497476264,33.20243514681651
80.21969807540397,249.50543281153494
7.455064367977082,31.964021046415482
98.68869366005173,310.88430969792824
77.22447692966574,226.3039236802164
19.87156815341724,53.41013832940895
0.5522117123602399,13.876050793249696
81.54614284548342,254.6082752687821
70.68573438476172,221.56213165774392
72.90071680409874,229.16663250726594
77.12703466859458,231.58085678999882
7.4044651734090365,31.535932491837144
35.84657285442726,117.4704432962686
11.586905952512971,34.617203677275235
86.31034258755935,284.5887728741256
62.329812682755794,198.72776725738524
33.08980248526492,94.35637248376827
6.355835028602364,32.63304117214539
31.09823217156622,90.54787981242544
32.518332202674706,112.42584264544863
72.96061783380641,237.4678092914933
63.75574713552131,190.0604182230468
88.72127425763266,282.7975840653412
47.22149251619493,152.79228681794976
11.959424593830171,51.09887538143541
71.3244787222995,239.941365993438
76.07850486168974,232.7816334250405
56.127719756949624,167.84579762727398
77.0967179954561,229.39500969011306
49.379559636439076,146.98057605966284
52.27328293819941,163.0488317204572
42.75410183585496,138.67382525573132
2.541912674409519,17.392646016528747
10.789142699330444,47.639260588351576
