Feature_1,Feature_2,Target
2.0084549847708963,-2.0470097534361598,0
1.3260213820267044,1.502540972930928,1
2.0242049754272093,-2.7971428603834974,0
1.121880066989851,0.05937142032006548,0
1.0390997325742335,1.3823693704151367,1
2.2622179622263006,-1.760726298231364,0
1.751010599235197,1.8793959779288125,1
0.25044759082568446,0.8682514911418837,1
1.397777110227839,1.6943041607025733,1
2.601173547760041,2.319941473523767,1
3.65997362539011,-3.9234629658950553,0
2.393096985174661,-3.613270726882727,0
1.3258850008365155,-2.5274881436124788,0
1.5548999999119284,1.6629733686424686,1
1.1361211424316235,0.15068993511597473,0
1.792352807368165,1.8422559223956254,1
1.9461164473602623,1.9056995944912243,1
1.1055758411372918,-1.4290812267617476,0
0.9994612849696427,-2.404261187362479,0
3.281445428141228,-2.3766707244125995,0
2.7815250210760767,-2.373444579582277,0
2.734987995457983,2.49257599013537,1
2.491764335411317,-2.9428810302581367,0
2.0976738599187774,2.0796246578978264,1
0.3445416062115234,0.9080619449311089,1
-0.3146989445291424,0.625343712861653,1
4.051643858411534,3.255453145349538,1
3.865142406333128,-2.4952594306174496,0
2.873846615894077,-4.469764187851223,0
1.5137828041979033,1.5876626413220665,1
2.8397601816783187,2.510729387014483,1
1.6697703793240695,1.8763007908577494,1
2.0838917334610434,-1.0843154602496539,0
2.196683412416399,-1.6344585164464307,0
1.900608216888958,-1.083861200810244,0
0.7206300262404763,0.13098393718616252,0
1.883751788909046,-1.696766518338367,0
2.033467741851423,2.0498750484293513,1
2.6929040821924493,-4.51255803198692,0
1.7857578477889042,1.9409569404505629,1
3.4145415710263407,-3.3179007423830393,0
2.255992054750027,-4.263631733097711,0
1.2226733527534166,-0.01700865540880625,0
1.1864067956367161,-1.0782877109259343,0
-0.21764667007085503,-0.28222204043608934,0
1.9383033736953483,1.8657095046534962,1
2.6908504473899235,-3.9714947932219187,0
2.895813792069772,2.545289306539925,1
0.7992706610671632,0.9357785130482457,0
1.666922189116205,1.853822443490463,1
2.182911672765436,-2.5075071922946113,0
3.486683278390585,2.805859683249409,1
2.838572476671391,-2.781747327445644,0
3.81511182822828,-3.329573504445765,0
1.6268926254556384,-1.7049051971083946,0
1.256829954400808,-1.5991280704116055,0
2.8564218821773433,2.4365773482974804,1
1.9008655202104807,-1.0395856863168578,0
3.416944601267616,2.8556703726161974,1
2.0389670122172756,2.0245813100811785,1
2.4666833168976146,2.3871565553881555,1
1.5215986860693302,1.6976738362050525,1
2.4620180272246284,2.2154415870591797,1
2.7955818275518296,2.487489259352937,1
2.573659261576343,2.385746514306758,1
2.2799038345373908,-2.511334198131777,0
0.45061833700732934,1.0658888786649618,1
2.654985919840472,2.3755777770906867,1
